timestamp,source,target
0,0,1
0,0,25
0,0,26
0,0,29
0,0,30
0,0,36
0,0,43
0,0,46
0,0,49
0,0,51
0,0,64
0,0,65
0,1,13
0,1,16
0,1,28
0,1,66
0,1,67
0,1,68
0,1,75
0,1,77
0,1,81
0,2,8
0,2,21
0,2,29
0,2,32
0,2,34
0,2,50
0,2,51
0,2,52
0,2,54
0,2,55
0,2,57
0,2,62
0,2,63
0,2,64
0,2,86
0,2,93
0,3,9
0,3,23
0,3,43
0,3,61
0,3,78
0,3,84
0,3,96
0,4,22
0,4,33
0,4,38
0,4,42
0,4,85
0,5,6
0,5,25
0,5,28
0,5,33
0,5,40
0,5,53
0,5,75
0,5,82
0,5,85
0,5,99
0,6,13
0,6,20
0,6,36
0,6,37
0,6,39
0,6,40
0,6,42
0,6,55
0,6,66
0,6,77
0,6,84
0,7,12
0,7,13
0,7,42
0,7,48
0,7,56
0,7,59
0,7,62
0,7,68
0,7,85
0,7,92
0,7,94
0,8,12
0,8,30
0,8,52
0,8,66
0,8,98
0,8,99
0,9,26
0,9,40
0,9,41
0,9,53
0,9,58
0,9,90
0,10,26
0,10,29
0,10,30
0,10,41
0,10,55
0,10,62
0,10,87
0,11,25
0,11,27
0,11,36
0,11,68
0,11,83
0,11,99
0,12,21
0,12,24
0,12,34
0,12,36
0,12,41
0,12,71
0,12,76
0,12,80
0,12,87
0,12,95
0,12,98
0,13,14
0,13,16
0,13,34
0,13,43
0,13,50
0,13,57
0,13,75
0,13,77
0,13,79
0,13,82
0,13,90
0,14,19
0,14,24
0,14,32
0,14,57
0,14,96
0,14,97
0,14,98
0,15,17
0,15,21
0,15,22
0,15,30
0,15,46
0,15,47
0,15,50
0,15,52
0,15,65
0,16,18
0,16,22
0,16,24
0,16,33
0,16,40
0,16,43
0,16,48
0,16,50
0,16,55
0,16,59
0,16,67
0,16,86
0,16,99
0,17,36
0,17,57
0,17,77
0,17,85
0,17,97
0,18,19
0,18,21
0,18,33
0,18,35
0,18,46
0,18,63
0,18,67
0,18,73
0,18,96
0,19,29
0,19,30
0,19,34
0,19,51
0,19,56
0,19,58
0,19,68
0,19,70
0,19,96
0,20,23
0,20,36
0,20,60
0,20,80
0,20,84
0,21,24
0,21,32
0,21,42
0,21,48
0,21,68
0,21,98
0,22,23
0,22,26
0,22,34
0,22,38
0,22,48
0,22,57
0,22,60
0,22,76
0,22,99
0,23,32
0,23,53
0,23,87
0,24,27
0,24,33
0,24,72
0,24,74
0,24,87
0,25,69
0,25,71
0,25,80
0,25,90
0,26,34
0,26,56
0,26,69
0,26,92
0,26,95
0,27,33
0,27,34
0,27,43
0,27,57
0,27,58
0,27,67
0,27,70
0,27,76
0,27,82
0,27,94
0,27,95
0,27,98
0,28,36
0,28,38
0,28,55
0,28,58
0,28,62
0,28,66
0,28,75
0,28,76
0,28,80
0,28,88
0,28,91
0,29,30
0,29,46
0,29,78
0,29,96
0,29,98
0,30,31
0,30,43
0,30,68
0,30,81
0,30,88
0,31,37
0,31,42
0,31,45
0,31,47
0,31,58
0,31,64
0,31,73
0,31,77
0,31,84
0,31,91
0,31,94
0,32,47
0,32,60
0,32,65
0,32,71
0,32,78
0,32,79
0,32,80
0,32,84
0,33,48
0,33,58
0,33,67
0,33,74
0,33,80
0,34,38
0,34,39
0,34,40
0,34,42
0,34,49
0,34,55
0,34,59
0,34,63
0,34,64
0,34,76
0,34,79
0,34,80
0,34,84
0,34,91
0,35,36
0,35,39
0,35,59
0,36,50
0,36,53
0,36,76
0,36,79
0,36,82
0,36,83
0,37,62
0,37,68
0,37,80
0,37,84
0,37,85
0,37,88
0,37,90
0,38,49
0,38,56
0,38,64
0,38,66
0,38,81
0,38,98
0,39,56
0,39,90
0,40,41
0,40,66
0,40,73
0,40,76
0,40,96
0,41,57
0,41,59
0,41,65
0,41,70
0,41,79
0,41,99
0,42,50
0,42,58
0,42,74
0,42,98
0,43,58
0,43,72
0,43,80
0,43,87
0,43,94
0,43,98
0,44,46
0,44,63
0,44,73
0,44,77
0,44,80
0,45,48
0,45,55
0,45,68
0,45,76
0,45,81
0,45,95
0,45,98
0,46,62
0,46,71
0,46,89
0,46,93
0,47,63
0,47,68
0,48,53
0,48,68
0,48,88
0,49,93
0,49,96
0,49,99
0,50,60
0,50,73
0,50,82
0,50,86
0,50,90
0,50,98
0,51,70
0,51,73
0,51,77
0,51,82
0,51,83
0,52,58
0,52,59
0,52,81
0,52,85
0,52,99
0,53,54
0,53,71
0,53,89
0,53,94
0,54,57
0,54,67
0,54,77
0,54,81
0,55,62
0,55,63
0,55,65
0,55,67
0,55,80
0,55,92
0,56,71
0,56,82
0,56,84
0,57,64
0,57,82
0,57,97
0,57,98
0,58,66
0,58,67
0,58,81
0,58,91
0,59,61
0,59,89
0,59,93
0,59,98
0,60,62
0,60,63
0,60,73
0,60,78
0,60,90
0,60,99
0,61,67
0,61,68
0,61,87
0,61,88
0,61,98
0,62,73
0,62,82
0,62,83
0,62,96
0,63,67
0,63,69
0,63,73
0,63,76
0,63,77
0,63,84
0,63,99
0,64,65
0,64,69
0,64,78
0,64,97
0,65,66
0,65,95
0,65,96
0,66,81
0,66,88
0,66,90
0,67,79
0,68,71
0,68,88
0,68,89
0,68,93
0,69,89
0,69,91
0,69,93
0,69,97
0,70,72
